id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#169-18,deepseek,CD4+/CD8+ T-cell ratio,"The article explicitly reports CD4+/CD8+ ratio in Table 4 under T lymphocyte and subsets. Control group (n=47) mean = 1.39, SD = 0.22; observation group (intervention, n=53) mean = 1.77, SD = 0.26. This matches the outcome definition exactly.",1.77,0.26,53,1.39,0.22,47,5.07,0.0,4434,400,4834
#169-18,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports immune function indicators including IgA, IgG, IgM, NK cells, CD3+, CD4+, and CD4+/CD8+; the CD4+/CD8+ T-cell ratio strictly matches the requested outcome. Table 4 provides post-intervention immune function indicators for the control group and observation/intervention group. The intervention arm is the observation group receiving Kanglaite injection plus NP chemotherapy, with n=53. The control arm received NP chemotherapy alone, with n=47. For CD4+/CD8+, the observation group mean ± SD is 1.77 ± 0.26, and the control group mean ± SD is 1.39 ± 0.22.",1.77,0.26,53,1.39,0.22,47,10.030000000000001,0.0,9343,761,10104
#169-19,gpt,CD4+/CD8+ T-cell ratio,"The article reports immune outcomes including T-cell subsets and immunoglobulins, and Table 2 includes the strictly matching CD4+/CD8+ T-cell ratio. The post-intervention values are listed under 治疗后 for both groups. The intervention arm is the 研究组 receiving chemotherapy plus Kanglaite injection, with n=55. The control arm is the 对照组 receiving chemotherapy alone, with n=55. The post-treatment CD4+/CD8+ ratio is 1.22±0.30 in the intervention group and 1.01±0.22 in the control group.",1.22,0.30,55,1.01,0.22,55,11.14,0.0,2853,338,3191
#169-19,deepseek,CD4+/CD8+ T-cell ratio,"The article reports CD4+/CD8+ T-cell ratio as an outcome in Table 2. Post-treatment data are available for the research group (intervention) and control group. The research group (n=55) had a mean of 1.22±0.30, and the control group (n=55) had a mean of 1.01±0.22. These values match the requested definition.",1.22,0.30,55,1.01,0.22,55,9.35,0.0,2627,642,3269
#169-19,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports immune outcomes including T-cell subsets and immunoglobulins, and Table 2 includes the strictly matching CD4+/CD8+ T-cell ratio. The post-intervention values are listed under 治疗后 for both groups. The intervention arm is the 研究组 receiving chemotherapy plus Kanglaite injection, with n=55. The control arm is the 对照组 receiving chemotherapy alone, with n=55. The post-treatment CD4+/CD8+ ratio is 1.22±0.30 in the intervention group and 1.01±0.22 in the control group.",1.22,0.30,55,1.01,0.22,55,20.490000000000002,0.0,5480,980,6460
#169-20,gpt,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset outcomes in Table 4, including CD3+, CD4+, CD8+, and the requested CD4+/CD8+ ratio. The strictly matching outcome is CD4+/CD8+ after treatment (治疗后). The randomized arms were observation/intervention group and control group, with 45 patients in each group. For the post-intervention CD4+/CD8+ ratio, the observation group value is 2.41±0.34 and the control group value is 2.13±0.28. Thus the means and SDs are extracted directly from Table 4.",2.41,0.34,45,2.13,0.28,45,11.09,0.0,2980,321,3301
#169-20,deepseek,CD4+/CD8+ T-cell ratio,"The article reports T cell subset changes in Table 4, which includes CD4+/CD8+ ratio. The outcome matches the definition exactly. Post-treatment values are used: intervention group (观察组) n=45, mean 2.41, SD 0.34; control group (对照组) n=45, mean 2.13, SD 0.28.",2.41,0.34,45,2.13,0.28,45,9.44,0.0,2833,710,3543
#169-20,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset outcomes in Table 4, including CD3+, CD4+, CD8+, and the requested CD4+/CD8+ ratio. The strictly matching outcome is CD4+/CD8+ after treatment (治疗后). The randomized arms were observation/intervention group and control group, with 45 patients in each group. For the post-intervention CD4+/CD8+ ratio, the observation group value is 2.41±0.34 and the control group value is 2.13±0.28. Thus the means and SDs are extracted directly from Table 4.",2.41,0.34,45,2.13,0.28,45,20.53,0.0,5813,1031,6844
#169-21,gpt,,"The article reports clinical efficacy, Karnofsky score improvement, survival outcomes, and toxicity reactions including nausea/vomiting and decreased white blood cells. It does not report CD4+/CD8+ T-cell ratio after intervention, nor any table or text containing CD4, CD8, or their ratio. Therefore, no matching outcome data are available for extraction.",,,,,,,12.58,0.0,3556,400,3956
#169-21,deepseek,,"The article reports clinical outcomes such as response rate, Karnofsky score, survival, and toxicity. No CD4+/CD8+ T-cell ratio or any T-cell subset ratio is mentioned. Therefore, no matching outcome is available.",,,,,,,12.55,0.0,3297,874,4171
#169-21,final_consensus,,"The article reports clinical efficacy, Karnofsky score improvement, survival outcomes, and toxicity reactions including nausea/vomiting and decreased white blood cells. It does not report CD4+/CD8+ T-cell ratio after intervention, nor any table or text containing CD4, CD8, or their ratio. Therefore, no matching outcome data are available for extraction.",,,,,,,25.130000000000003,0.0,6853,1274,8127
#169-22,gpt,CD4+/CD8+ T-cell ratio,"The article reports immune cell activity outcomes including NK, CD4+/CD8+ ratio, CD4+, and CD3+; the requested CD4+/CD8+ T-cell ratio is explicitly reported in Table 4. The matched post-intervention values are in the '治疗后' rows. Both arms have n=60 as stated in the trial allocation and Table 4 caption. The intervention arm is the observation group receiving Kanglaite plus TP, with post-treatment CD4+/CD8+ ratio 1.45 ± 0.31. The control arm received TP alone, with post-treatment CD4+/CD8+ ratio 0.99 ± 0.19.",1.45,0.31,60,0.99,0.19,60,10.58,0.0,4056,315,4371
#169-22,deepseek,CD4+/CD8+ T-cell ratio,"The article reports CD4+/CD8+ T-cell ratio in Table 4 as 'CD4+/CD8+'. The observation group (intervention) received Kanglaite plus chemotherapy, and the control group received chemotherapy alone. After treatment, mean ± SD for the observation group is 1.45 ± 0.31, and for the control group is 0.99 ± 0.19, with n=60 for both groups.",1.45,0.31,60,0.99,0.19,60,6.46,0.0,3665,455,4120
#169-22,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports immune cell activity outcomes including NK, CD4+/CD8+ ratio, CD4+, and CD3+; the requested CD4+/CD8+ T-cell ratio is explicitly reported in Table 4. The matched post-intervention values are in the '治疗后' rows. Both arms have n=60 as stated in the trial allocation and Table 4 caption. The intervention arm is the observation group receiving Kanglaite plus TP, with post-treatment CD4+/CD8+ ratio 1.45 ± 0.31. The control arm received TP alone, with post-treatment CD4+/CD8+ ratio 0.99 ± 0.19.",1.45,0.31,60,0.99,0.19,60,17.04,0.0,7721,770,8491
#169-23,gpt,CD4+/CD8+ T-cell ratio,"The article reports T lymphocyte subset outcomes including CD3, CD4, CD8, CD4/CD8, and NKT cell activity; CD4/CD8 strictly matches the requested CD4+/CD8+ T-cell ratio. Table 2 provides values before and after treatment for both arms. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43; the control arm received GP chemotherapy, with n=43. After intervention, the CD4/CD8 mean±SD was 1.21±0.49 in the intervention group and 1.07±0.25 in the control group.",1.21,0.49,43,1.07,0.25,43,11.46,0.0,3858,321,4179
#169-23,deepseek,CD4+/CD8+ T-cell ratio,"The article reports T lymphocyte subsets including CD4/CD8 ratio in Table 2. The outcome is CD4+/CD8+ T-cell ratio after treatment. The intervention group (observation group, n=43) received Kanglaite injection plus GP chemotherapy; the control group (n=43) received GP chemotherapy alone. After treatment, the intervention group mean CD4/CD8 is 1.21 with SD 0.49; the control group mean is 1.07 with SD 0.25. Both groups have n=43.",1.21,0.49,43,1.07,0.25,43,6.05,0.0,3442,409,3851
#169-23,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports T lymphocyte subset outcomes including CD3, CD4, CD8, CD4/CD8, and NKT cell activity; CD4/CD8 strictly matches the requested CD4+/CD8+ T-cell ratio. Table 2 provides values before and after treatment for both arms. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43; the control arm received GP chemotherapy, with n=43. After intervention, the CD4/CD8 mean±SD was 1.21±0.49 in the intervention group and 1.07±0.25 in the control group.",1.21,0.49,43,1.07,0.25,43,17.51,0.0,7300,730,8030
#169-24,gpt,,"The article reports outcomes for tumor response, body weight, Karnofsky score, and adverse reactions in Kanglaite plus gemcitabine versus gemcitabine alone. I checked the reported immune-related and safety outcomes, but no CD4+/CD8+ T-cell ratio is reported after intervention. Therefore, there are no extractable sample sizes, post-intervention means, or SDs for the requested outcome.",,,,,,,14.03,0.0,3510,602,4112
#169-24,deepseek,,"The article is about Kanglaite combined with gemcitabine for advanced non-small cell lung cancer. It reports outcomes such as response rate, quality of life (body weight, Karnofsky score), and toxicities (hematological, gastrointestinal). There is no mention of CD4+/CD8+ T-cell ratio or any T-cell subset analysis. Therefore, the requested outcome is not reported.",,,,,,,3.84,0.0,3136,217,3353
#169-24,final_consensus,,"The article reports outcomes for tumor response, body weight, Karnofsky score, and adverse reactions in Kanglaite plus gemcitabine versus gemcitabine alone. I checked the reported immune-related and safety outcomes, but no CD4+/CD8+ T-cell ratio is reported after intervention. Therefore, there are no extractable sample sizes, post-intervention means, or SDs for the requested outcome.",,,,,,,17.869999999999997,0.0,6646,819,7465
#169-25,gpt,CD4+/CD8+ T-cell ratio,"The article reports immune indicators including CD3, CD4, CD8, CD4/CD8, and NK cell activity; CD4/CD8 strictly matches the requested CD4+/CD8+ T-cell ratio outcome. Table 2 provides values before and after treatment for both groups, expressed as mean ± SD. The intervention arm is the treatment group receiving Kanglaite injection plus TP chemotherapy, with n=38. The control arm received TP chemotherapy alone, with n=40. After intervention, the CD4/CD8 value was 1.3 ± 0.9 in the intervention group and 0.4 ± 1.2 in the control group.",1.3,0.9,38,0.4,1.2,40,5.05,0.0,3422,336,3758
#169-25,deepseek,CD4/CD8 T-cell ratio,,1.3,0.9,38,0.4,1.2,40,3.74,0.0,3137,248,3385
#169-25,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports immune indicators including CD3, CD4, CD8, CD4/CD8, and NK cell activity; CD4/CD8 strictly matches the requested CD4+/CD8+ T-cell ratio outcome. Table 2 provides values before and after treatment for both groups, expressed as mean ± SD. The intervention arm is the treatment group receiving Kanglaite injection plus TP chemotherapy, with n=38. The control arm received TP chemotherapy alone, with n=40. After intervention, the CD4/CD8 value was 1.3 ± 0.9 in the intervention group and 0.4 ± 1.2 in the control group.",1.3,0.9,38,0.4,1.2,40,8.79,0.0,6559,584,7143
#169-26,gpt,,"The article reports outcomes including clinical efficacy (CR/PR/SD/PD), KPS quality-of-life categories, and adverse reactions such as leukopenia, thrombocytopenia, nausea/vomiting, and liver/renal impairment. I checked for immune-cell outcomes and specifically for CD4+/CD8+ T-cell ratio, but no such outcome is reported. Although total randomized sample sizes were 35 per arm, there is no matched CD4+/CD8+ outcome with post-intervention means or SDs. Therefore, the requested outcome data cannot be extracted.",,,,,,,6.95,0.0,3166,386,3552
#169-26,deepseek,,"The article reports a randomized controlled trial of Kanglaite combined with GP chemotherapy for advanced non-small cell lung cancer. Outcomes include clinical response, KPS quality of life, and adverse events such as leukopenia and gastrointestinal reactions. There is no mention of CD4+/CD8+ T-cell ratio or any immune cell subset analysis. Therefore, the requested outcome is not available.",,,,,,,10.7,0.0,2916,796,3712
#169-26,final_consensus,,"The article reports outcomes including clinical efficacy (CR/PR/SD/PD), KPS quality-of-life categories, and adverse reactions such as leukopenia, thrombocytopenia, nausea/vomiting, and liver/renal impairment. I checked for immune-cell outcomes and specifically for CD4+/CD8+ T-cell ratio, but no such outcome is reported. Although total randomized sample sizes were 35 per arm, there is no matched CD4+/CD8+ outcome with post-intervention means or SDs. Therefore, the requested outcome data cannot be extracted.",,,,,,,17.65,0.0,6082,1182,7264
#169-27,gpt,CD4+/CD8+ T-cell ratio,"The article reports immune function indicators including CD3+, CD4+, CD8+, and CD4+/CD8+ T-cell ratio in Table 6, which strictly matches the requested outcome. The post-intervention values are listed under “治疗后” for both groups. The intervention arm is the treatment group receiving KLT plus GP, with n=35. The control arm is the GP-only group, with n=30. For CD4+/CD8+ after intervention, the treatment group mean±SD is 1.39±0.67 and the control group mean±SD is 1.13±0.26.",1.39,0.67,35,1.13,0.26,30,10.65,0.0,3734,330,4064
#169-27,deepseek,CD4+/CD8+ T-cell ratio,"The article reports T-cell subsets including CD4+/CD8+ ratio in Table 6. The outcome is explicitly 'CD4+/CD8+' after treatment. The intervention arm (Kanglaite + GP) has n=35, mean=1.39, SD=0.67. The control arm (GP alone) has n=30, mean=1.13, SD=0.26. No other outcome matches the requested definition.",1.39,0.67,35,1.13,0.26,30,7.75,0.0,3471,504,3975
#169-27,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports immune function indicators including CD3+, CD4+, CD8+, and CD4+/CD8+ T-cell ratio in Table 6, which strictly matches the requested outcome. The post-intervention values are listed under “治疗后” for both groups. The intervention arm is the treatment group receiving KLT plus GP, with n=35. The control arm is the GP-only group, with n=30. For CD4+/CD8+ after intervention, the treatment group mean±SD is 1.39±0.67 and the control group mean±SD is 1.13±0.26.",1.39,0.67,35,1.13,0.26,30,18.4,0.0,7205,834,8039
